minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Marvin the Martian,0.6168969819796218,31.67025603247781,15.85970783045188,32.662137962471135,5.696315960681213,22.187796452767564,13.817372149618567,25.21837096006411
12,Road Runner,0.6187287089133244,27.30371502898415,13.192070147304111,32.124756567533886,4.615826679835324,31.639647024799842,9.819753686200178,14.922195575856154
12,Foghorn Leghorn,0.6102427967359342,32.14494519357337,15.881197512439137,35.78463168683255,5.474670476981101,9.999138941888573,13.481379538025593,33.88399874465787
12,Bugs Bunny,0.6324967715191889,32.986918826110255,16.3023154217723,32.69787202912326,6.1829838126964365,12.603131610931921,13.17990852286653,30.94174841806775
12,Elmer Fudd,0.6232418109681062,28.42315617179357,15.683499960244552,37.4105222575742,6.247818463090844,20.096905621699396,12.677508961122333,27.777155457215546
12,Lola Bunny,0.6343393326035724,30.44205318104962,14.987636569008767,37.66503089888227,4.106086310057559,20.58094586397831,15.53149917875558,33.34665715301418
12,Porky Pig,0.6069729351436669,29.338240379042368,15.251675794788083,33.472991411917654,5.901339481304719,22.100368769127947,13.098911695687676,24.253051912232014
12,Tasmanian Devil,0.6074105871218627,25.971731358143245,14.89127660209291,32.403368304909705,5.2258667612198195,23.438184206635082,8.18296971606591,16.023699075201524
12,Gossamer,0.5988215258740205,32.708798288162896,14.423694980554457,34.62596095991371,7.9812359186239,19.694985697578065,13.050934294327954,26.17265818486064
12,Granny,0.6169146312822806,29.925398969095873,14.447133540975848,36.17646073905456,7.457717215634259,18.89005131743151,16.50966670091084,33.27616101127526
12,Wile E. Coyote,0.6260804773166486,30.719968036253384,13.955686077289522,35.41578113813825,5.356883611536794,21.870500500960045,15.503092536622075,30.977972176447214
12,Tweety,0.6014352785534718,28.28774629339167,13.852927974839838,33.50815881110446,6.8632447241446695,27.215637062149092,10.650664035980208,17.824789124126337
12,Penelope,0.6081728585773952,21.95368800767134,15.055771200606644,27.244621286568815,7.0820722425343305,19.700929446785917,14.163328762864815,22.640668013963737
12,Daffy Duck,0.6293598266681165,30.88403702599544,15.850180552837772,36.153148245437606,6.314921460263834,20.980310678420267,12.228972803920433,26.335088456825577
24,Sylvester,0.6264586745922294,32.273412093331736,14.442846962084928,35.086270101893476,7.7035023284835855,17.18521968122362,13.001175753751907,29.5242667702439
24,Marvin the Martian,0.6079443969550504,32.16548967535025,14.681872277010967,31.982003423088592,7.062584012461826,23.056917274691333,16.465747694594214,27.79964625952437
24,Road Runner,0.6050243219858897,25.74287786703259,14.510677722263043,37.74856626953994,3.734036411113902,26.2122429292334,11.4347055042352,22.448570254486338
24,Foghorn Leghorn,0.6475799884372422,32.01056179803817,16.140244922475596,31.76798440345755,6.036546706021522,17.65100717345286,18.62908082306787,35.7117050801416
24,Bugs Bunny,0.6260403579259292,33.29186038864449,16.25404323872397,35.19124826023844,6.950998273462239,13.536992132623983,13.476689415657047,31.765072156741656
24,Elmer Fudd,0.6164385276083464,31.51416355995545,16.423307303863727,37.52858918695709,5.762401301018985,31.050711094584106,15.257912633840768,24.27136447074385
24,Lola Bunny,0.6249221351712723,31.479528469109958,12.706484908339418,36.59737281230596,4.900706295215036,16.98434337686586,15.61233362677758,35.68209302223205
24,Porky Pig,0.6014620873137416,30.937575017401677,16.286522488671658,36.71392987238996,4.996137999476129,15.94734144170545,13.128923355404455,29.54268308367131
24,Tasmanian Devil,0.6078999448874497,29.300445271240385,15.221025072044164,34.69946601182866,5.024107739160373,18.949323571157073,7.760191498111477,19.815347389920557
24,Gossamer,0.6277413374072297,34.323521390612335,15.475178280166638,34.28775233391778,4.434310623956502,12.258334989217811,16.111215009594574,36.93622363868326
24,Granny,0.5979414347395643,32.27184857153327,14.256988707836513,36.807656624505476,7.3387576688859575,24.48908551901866,17.46012795545819,30.791066537414803
24,Wile E. Coyote,0.6186346786082647,30.134873027337555,13.557557745391948,34.47704267283878,6.061346602166262,21.38999379586935,14.686124728130872,29.142240632469285
24,Tweety,0.6093428764475319,29.71049085943169,13.111266531526926,36.923990045999986,7.405768559956919,21.617357173523583,12.975382253497742,27.432197441599715
24,Penelope,0.599809432385926,29.11906442849249,14.692627539509237,28.86137784903023,7.485722534712163,22.543428310464794,10.548867384666007,17.160155282658625
24,Daffy Duck,0.6319872261696486,31.411844764842694,16.037919896451232,31.168762748297784,6.428056886901649,24.422646943907257,16.823977263034127,27.66411527655264
36,Sylvester,0.6166912447608751,33.60425009563735,15.344168725099511,38.41591400595438,7.080425179588679,14.034202500026293,13.717002572674218,33.694012984690005
36,Marvin the Martian,0.6033127358904762,31.81855110354506,13.037282616597858,31.14872575394591,7.728348888905314,20.23065564006161,12.807590039140583,24.422951975166246
36,Road Runner,0.6227225731747528,27.386597011858143,14.19448125811475,35.977614976501464,5.408675150808804,26.85047363436938,11.974709056051884,22.66706205713591
36,Foghorn Leghorn,0.624990487889924,31.474050463589563,14.894084731795424,32.52897106498835,8.184105200159019,22.01323855972421,16.55428449701915,29.399929005737246
36,Bugs Bunny,0.6423464070631877,33.21793340370754,17.559609835200565,35.37236431742685,6.767523093410029,14.6448910413128,14.354482436845899,32.64712766925186
36,Elmer Fudd,0.6209530611012,31.579086128938947,15.676347371928998,37.100013341731355,3.9836693964902703,18.793662276254892,12.35854885038469,28.70814742505556
36,Lola Bunny,0.6324431054448902,33.42487744842402,13.902960412915641,38.302225759962894,5.997722511355522,23.726019297295355,17.68669492742464,35.08544013364468
36,Porky Pig,0.6006842453037399,28.3624434753645,16.4322428473752,37.16627940821026,7.268312311167309,18.313913015988774,13.610550178870023,28.067165366076555
36,Tasmanian Devil,0.6165825957622136,27.796189920276003,13.851329675105482,36.75584812860822,2.605180208144267,21.7988571412861,6.592198347428005,19.37628173339662
36,Gossamer,0.6207667506372082,35.5588267870328,14.749597139954886,32.933076677967264,6.237152983510732,15.616458886450404,12.939119748723106,29.31662059207171
36,Granny,0.6180444838297506,28.788106512427756,13.683856567467002,34.20499779964082,4.8425327722201565,21.544522076976754,13.667441621745313,27.539213224998054
36,Wile E. Coyote,0.6183167568110378,33.94110083785216,14.149595077206998,35.85218275073318,4.0559912412379395,23.269651902436678,14.31803107622944,28.82109072939686
36,Tweety,0.6041906158252672,23.456369623796412,12.577997768920131,34.64569682464881,5.31402713839997,23.742910104347626,13.60177261768935,25.533477201353154
36,Penelope,0.6097216147575979,27.354220802022986,14.628653764126259,33.15470489410684,7.18603107092581,14.614173878339317,11.996741272771864,27.155171322016333
36,Daffy Duck,0.6200618133029613,30.972790556039232,14.871340301290969,33.37947061784619,6.199245141814307,16.079213484964825,10.894571926716395,25.909952156770817
